216;пацаны;пацан;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#638.335#638.701
217;очень;очень;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#638.701#639.067
218;сильно;сильно;ADV;_;Degree=Pos;_;_;_;@ko1985f-words#@ko1985f#639.067#639.433
219;матерятся;материться;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@ko1985f-words#@ko1985f#639.433#639.8
220;ха;ха;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#639.8#640.134
221;самое;самый;ADJ;_;Case=Nom|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#640.134#640.468
222;странное;странный;ADJ;_;Case=Nom|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#640.468#640.802
223;знаешь;знать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#640.802#641.136
224;что;что;PRON;_;Case=Acc|Gender=Neut;_;_;_;@ko1985f-words#@ko1985f#641.136#641.47
225;больше;больше;ADV;_;Degree=Cmp;_;_;_;@ko1985f-words#@ko1985f#641.47#642.148
226;всех;все;PRON;_;Animacy=Anim|Case=Gen|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#642.148#642.826
227;матерятся;материться;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@ko1985f-words#@ko1985f#642.826#643.505
228;дети;ребенок;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#643.66#644.39
229;тех;тот;DET;_;Case=Gen|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#644.54#644.88
230;мам;мама;NOUN;_;Animacy=Anim|Case=Gen|Gender=Fem|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#644.88#645.22
231;которые;который;PRON;_;Case=Nom;_;_;_;@ko1985f-words#@ko1985f#645.22#645.56
232;очень;очень;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#645.56#645.9
233;правильные;правильный;ADJ;_;Case=Nom|Degree=Pos|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#645.9#646.24
234;вот;вот;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#646.535#647.095
235;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#647.095#647.495
236;моё;емо;DET;_;Case=Acc|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#647.495#647.895
237;наблюдение;наблюдение;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#647.895#648.295
238;даа;да;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#651.095#651.525
239;компенсация;компенсация;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#651.615#652.635
240;вот;вот;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#656.095#656.655
241;наверно;наверно;ADV;_;Degree=Pos;_;_;_;@ko1985f-words#@ko1985f#656.655#657.215
242;угухм;угу;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#663.265#663.625
243;угухм;угу;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#677.34#677.71
244;аэм;эм;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#687.81#688.34
245;у;у;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#691.97#692.242
246;него;он;PRON;_;Case=Gen|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#692.242#692.514
247;тема;тема;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#692.514#692.786
248;секса;секс;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#692.786#693.058
249;покаа;пока;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#693.058#693.33
250;не;не;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#693.33#693.885
251;активировалась;активировать;VERB;_;Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Pass;_;_;_;@ko1985f-words#@ko1985f#693.885#694.44
252;причём;причем;SCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#694.44#694.89
253;у;у;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#694.89#695.34
254;его;он;PRON;_;Case=Gen|Gender=Masc|Number=Plur|Person=3;_;_;_;@ko1985f-words#@ko1985f#695.34#695.79
255;одноклассников;одноклассник;NOUN;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#695.79#696.24
256;уже;уже;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#696.24#696.69
257;да;да;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#696.69#697.14
258;а;а;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#697.555#697.84
259;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#697.84#698.125
260;типа;тип;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#698.145#698.995
261;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#699.155#699.42
262;такой;такой;DET;_;Case=Nom|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#699.42#699.685
263;типа;тип;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#699.685#699.95
264;а;а;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#699.95#700.242
265;чё;че;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#700.242#700.535
266;ии;и;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#700.535#700.91
267;ну;ну;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#700.91#701.174
268;его;он;PRON;_;Case=Acc|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#701.174#701.438
269;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#701.438#701.702
270;не;не;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#701.702#701.966
271;цепляет;цеплять;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#701.966#702.23
272;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#702.585#702.822
273;не;не;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#702.822#703.059
274;знаю;знать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#703.059#703.296
275;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#703.296#703.535
276;короче;коротко;ADV;_;Degree=Cmp;_;_;_;@ko1985f-words#@ko1985f#703.575#704.02
277;смотри;смотреть;VERB;_;Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#704.02#704.465
278;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#704.505#704.98
279;наверно;наверно;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#704.98#705.455
280;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#705.515#705.745
281;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#705.745#705.975
282;чем;что;PRON;_;Case=Ins;_;_;_;@ko1985f-words#@ko1985f#705.975#706.205
283;не;не;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#706.205#706.435
284;надо;надо;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#706.435#706.665
285;гордиться;гордиться;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Mid;_;_;_;@ko1985f-words#@ko1985f#706.665#706.895
286;ну;ну;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#706.91#707.082
287;вот;вот;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#707.082#707.254
288;у;у;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#707.254#707.426
289;него;он;PRON;_;Case=Gen|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#707.426#707.598
290;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#707.598#707.77
291;там;там;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#707.77#707.942
292;эти;этот;DET;_;Case=Nom|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#707.942#708.12
293;час;час;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#708.13#708.66
294;айпэда;айпэд;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing|Foreign=Yes;_;_;_;@ko1985f-words#@ko1985f#708.66#709.19
295;в;в;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#709.235#709.545
296;день;день;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#709.545#709.855
297;и;и;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#709.86#710.113
298;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#710.113#710.366
299;не;не;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#710.366#710.619
300;контролирую;контролировать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#710.619#710.872
301;что;что;SCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#710.872#711.125
302;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#711.125#711.378
303;там;там;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#711.378#711.631
304;смотрит;смотреть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#711.631#711.89
305;аа;а;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#713.14#714.08
306;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#714.085#714.336
307;знаю;знать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#714.336#714.587
308;что;что;SCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#714.587#714.838
309;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#714.838#715.089
310;смотрит;смотреть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#715.089#715.34
311;э;э;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#715.34#715.641
312;лэтсплэи;лэтсплэй;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur|Foreign=Yes;_;_;_;@ko1985f-words#@ko1985f#715.641#715.942
313;кажется;казаться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@ko1985f-words#@ko1985f#715.942#716.243
314;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#716.243#716.544
315;так;так;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#716.544#716.845
316;называется;называться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@ko1985f-words#@ko1985f#716.845#717.15
317;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#717.15#717.455
318;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#717.455#717.76
319;как;как;SCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#717.76#718.065
320;там;там;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#718.065#718.37
321;кто-то;кто-то;PRON;_;Case=Nom;_;_;_;@ko1985f-words#@ko1985f#718.37#718.675
322;во;в;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#718.675#718.98
323;что-то;что-то;PRON;_;Case=Acc;_;_;_;@ko1985f-words#@ko1985f#718.98#719.285
324;играет;играть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#719.285#719.59
325;#вздыхает#;#вздыхает#;X;_;_;_;_;_;@ko1985f-words#@ko1985f#719.71#720.21
326;а;а;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#720.245#720.635
327;но;но;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#720.645#720.883
328;в;в;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#720.883#721.121
329;том;тот;DET;_;Case=Loc|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#721.121#721.359
330;числе;число;NOUN;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#721.359#721.6
331;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#721.6#721.942
332;смотрит;смотреть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#721.942#722.284
333;и;и;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#722.284#722.626
334;какие-то;какой-то;DET;_;Case=Acc|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#722.626#722.968
335;передачи;передача;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#722.968#723.31
336;с;с;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#723.32#723.833
337;логическими;логический;ADJ;_;Case=Ins|Degree=Pos|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#723.833#724.346
338;задачами;задача;NOUN;_;Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#724.346#724.86
339;э;э;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#724.915#725.112
340;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#725.112#725.309
341;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#725.309#725.506
342;там;там;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#725.506#725.705
343;пришёл;прийти;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#725.82#726.425
344;следователь;следователь;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#726.425#727.03
345;увидел;видеть;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#727.04#727.345
346;то-то;то-то;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#727.345#727.65
347;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#727.65#727.87
348;потом;потом;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#727.87#728.09
349;их;они;PRON;_;Case=Gen|Number=Plur|Person=3;_;_;_;@ko1985f-words#@ko1985f#728.09#728.31
350;мне;я;PRON;_;Case=Dat|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#728.31#728.53
351;в;в;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#728.53#728.75
352;машине;машина;NOUN;_;Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#728.75#728.97
353;задаёт;задавать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#728.97#729.19
354;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#729.19#729.41
355;не;не;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#729.41#729.63
356;могу;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#729.63#729.85
357;их;они;PRON;_;Case=Gen|Number=Plur|Person=3;_;_;_;@ko1985f-words#@ko1985f#729.85#730.07
358;решить;решить;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#730.07#730.29
359;ну;ну;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#730.29#730.526
360;в;в;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#730.526#730.762
361;общем;общий;ADJ;_;Case=Loc|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#730.762#731.0
362;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#731.03#731.456
363;выбирает;выбирать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#731.456#731.882
364;сам;сам;PRON;_;Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#731.882#732.31
365;э;э;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#732.32#732.607
366;и;и;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#732.607#732.894
367;выбирает;выбирать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#732.894#733.181
368;э;э;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#733.181#733.47
369;что-то;что-то;PRON;_;Case=Acc|Gender=Neut;_;_;_;@ko1985f-words#@ko1985f#733.485#733.84
370;что;что;SCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#733.84#734.195
371;ему;он;PRON;_;Case=Dat|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#734.195#734.55
372;нравится;нравиться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@ko1985f-words#@ko1985f#734.55#734.905
373;но;но;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#734.91#735.165
374;что-то;что-то;PRON;_;Case=Acc;_;_;_;@ko1985f-words#@ko1985f#735.165#735.42
375;и;и;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#735.42#735.675
376;полезное;полезный;ADJ;_;Case=Nom|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#735.675#735.93
377;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#735.93#736.185
378;сам;сам;PRON;_;Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#736.185#736.44
379;выбирает;выбирать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#736.44#736.7
380;с;с;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#737.0#737.323
381;папой;папа;NOUN;_;Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#737.323#737.646
382;они;они;PRON;_;Case=Nom|Number=Plur|Person=3;_;_;_;@ko1985f-words#@ko1985f#737.646#737.969
383;смотрят;смотреть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#737.969#738.292
384;у;у;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#738.292#738.615
385;него;он;PRON;_;Case=Gen|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#738.615#738.938
386;дома;дома;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#738.938#739.261
387;какой-то;какой-то;DET;_;Case=Acc|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#739.261#739.584
388;нэйшнл;нэйшнл;PROPN;_;Foreign=Yes;_;_;_;@ko1985f-words#@ko1985f#739.584#739.907
389;джиографик;джиографик;PROPN;_;Foreign=Yes;_;_;_;@ko1985f-words#@ko1985f#739.907#740.23
390;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#740.23#740.593
391;мне;я;PRON;_;Case=Dat|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#740.593#740.956
392;рассказывает;рассказывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#740.956#741.32
393;мм;м;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#741.44#742.31
394;как;как;SCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#742.33#742.712
395;волки;волк;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#742.712#743.094
396;проваливаются;проваливать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@ko1985f-words#@ko1985f#743.094#743.476
397;под;под;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#743.476#743.858
398;снег;снег;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#743.858#744.24
399;не;не;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#744.24#744.626
400;могут;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#744.626#745.012
401;выбраться;выбраться;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Mid;_;_;_;@ko1985f-words#@ko1985f#745.012#745.4
402;в;в;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#745.4#745.915
403;общем;общий;ADJ;_;Case=Dat|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#745.915#746.43
404;короче;коротко;ADV;_;Degree=Cmp;_;_;_;@ko1985f-words#@ko1985f#746.43#746.85
405;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#746.85#747.27
406;решает;решать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#747.27#747.69
407;эти;этот;DET;_;Case=Acc|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#747.69#748.01
408;полтора;полтора;NUM;_;Case=Acc|Gender=Masc;_;_;_;@ko1985f-words#@ko1985f#748.01#748.33
409;часа;час;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#748.33#748.65
410;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#748.65#748.97
411;не;не;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#748.97#749.29
412;контролирую;контролировать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#749.29#749.61
413;короче;коротко;ADV;_;Degree=Cmp;_;_;_;@ko1985f-words#@ko1985f#761.49#761.671
414;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#761.671#761.852
415;не;не;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#761.852#762.033
416;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#762.033#762.214
417;не;не;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#762.214#762.395
418;верю;верить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#762.395#762.576
419;тоже;тоже;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#762.576#762.757
420;что;что;PRON;_;Case=Acc;_;_;_;@ko1985f-words#@ko1985f#762.757#762.94
421;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#762.94#763.227
422;чё-то;что-то;ADV;_;Case=Acc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#763.227#763.514
423;там;там;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#763.514#763.801
424;найдёт;найти;VERB;_;Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#763.801#764.088
425;такое;такой;DET;_;Case=Acc|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#764.088#764.375
426;дико;дико;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#764.375#764.662
427;травмирующее;травмировать;ADJ;_;Case=Acc|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#764.662#764.955
428;нет;нет;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#764.955#765.27
429;или;или;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#765.27#765.645
430;найдёт;найти;VERB;_;Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#765.645#766.02
